Date,Customer,Material,Quantity,MixType,Rate,Total_INR,Year
2023-12-30,Suresh,40mm,8.13,DryMix,2160.26,17566.84,2023
2020-01-27,Suresh,Dust,3.67,WetMix,1125.12,4130.42,2020
2023-04-02,Meghana,12mm,4.12,WetMix,1343.26,5535.72,2023
2022-08-07,Meghana,Dust,4.46,WetMix,1349.58,6020.65,2022
2021-10-14,Meghana,40mm,3.75,DryMix,2062.49,7727.44,2021
2021-11-22,Ashok,Dust,3.2,WetMix,1242.21,3974.66,2021
2024-04-22,Ashok,Dust,3.22,WetMix,1638.79,5273.59,2024
2023-08-04,Talangeni,Dust,1.47,WetMix,1433.94,2114.32,2023
2021-09-29,Suresh,40mm,1.43,DryMix,1725.77,2475.38,2021
2023-08-16,Suresh,12mm,1.31,WetMix,1595.05,2095.94,2023
2020-05-14,Naresh,Dust,6.69,WetMix,1129.91,7561.73,2020
2020-06-11,Suresh,20mm,3.36,DryMix,2683.05,9012.39,2020
2023-04-19,Naresh,12mm,7.4,WetMix,1426.21,10557.59,2023
2020-11-11,Meghana,20mm,5.38,DryMix,2261.77,12166.51,2020
2023-01-16,Naresh,20mm,7.93,DryMix,3059.0,24247.34,2023
2023-12-04,RK Traders,12mm,9.92,WetMix,1318.46,13081.39,2023
2023-10-03,Ashok,20mm,8.37,DryMix,2849.74,23862.02,2023
2023-11-10,RK Traders,12mm,2.32,WetMix,1336.67,3097.98,2023
2023-08-12,Naresh,12mm,1.22,WetMix,1586.69,1930.34,2023
2020-07-13,Naresh,12mm,3.79,WetMix,1222.62,4628.41,2020
2021-10-17,RK Traders,12mm,4.89,WetMix,1155.95,5653.33,2021
2023-01-24,Talangeni,6mm,2.99,WetMix,1658.65,4951.31,2023
2022-04-24,Meghana,20mm,2.45,DryMix,2689.67,6581.32,2022
2024-10-09,Meghana,6mm,7.91,WetMix,1561.87,12355.11,2024
2023-07-30,Talangeni,20mm,4.07,DryMix,2833.49,11520.31,2023
2020-01-12,RK Traders,20mm,7.29,DryMix,2263.92,16511.48,2020
2021-05-19,RK Traders,12mm,12.04,WetMix,1279.56,15402.41,2021
2023-12-29,RK Traders,Dust,3.92,WetMix,1368.83,5363.57,2023
2024-08-21,Meghana,20mm,5.06,DryMix,3134.65,15847.32,2024
2021-09-04,RK Traders,Dust,5.43,WetMix,1311.25,7124.1,2021
2021-09-13,Talangeni,6mm,8.86,WetMix,1307.17,11584.3,2021
2020-11-09,Meghana,Dust,8.0,WetMix,1123.67,8993.29,2020
2023-12-14,RK Traders,6mm,3.69,WetMix,1630.89,6023.01,2023
2022-07-29,RK Traders,Dust,2.02,WetMix,1502.42,3031.16,2022
2021-04-24,Naresh,6mm,15.25,WetMix,1294.23,19742.35,2021
2021-10-22,Meghana,40mm,1.4,DryMix,1861.49,2603.01,2021
2021-01-30,Suresh,20mm,2.01,DryMix,2855.44,5741.42,2021
2024-04-30,Prasad Reddy,Dust,13.03,WetMix,1651.49,21525.79,2024
2021-09-01,Suresh,6mm,6.31,WetMix,1523.77,9610.15,2021
2022-02-06,Meghana,40mm,1.08,DryMix,1853.2,2006.95,2022
2023-08-03,Prasad Reddy,40mm,1.39,DryMix,2152.75,2982.24,2023
2020-07-08,Naresh,6mm,5.12,WetMix,1405.43,7198.56,2020
2020-11-21,Ashok,20mm,6.62,DryMix,2439.99,16160.54,2020
2021-05-22,Prasad Reddy,40mm,8.16,DryMix,1841.73,15029.14,2021
2022-07-28,Ashok,40mm,2.73,DryMix,2201.96,6015.51,2022
2020-02-23,Naresh,12mm,4.8,WetMix,1293.92,6209.19,2020
2020-02-27,Ashok,6mm,5.61,WetMix,1272.03,7129.75,2020
2022-05-01,Naresh,6mm,11.79,WetMix,1464.07,17259.8,2022
2021-12-09,RK Traders,40mm,7.03,DryMix,1956.05,13757.72,2021
2023-01-01,Naresh,Dust,7.57,WetMix,1464.09,11086.52,2023
2021-11-15,Suresh,40mm,7.64,DryMix,1948.62,14891.38,2021
2024-02-08,Ashok,Dust,8.45,WetMix,1585.07,13396.55,2024
2020-07-29,Talangeni,Dust,2.11,WetMix,1215.7,2570.3,2020
2020-10-25,RK Traders,6mm,6.51,WetMix,1391.68,9064.58,2020
2022-01-21,RK Traders,40mm,1.61,DryMix,1996.03,3210.73,2022
2021-10-27,Naresh,12mm,5.25,WetMix,1395.08,7330.25,2021
2023-07-22,Meghana,Dust,1.39,WetMix,1508.89,2095.37,2023
2023-06-09,RK Traders,40mm,4.09,DryMix,2227.66,9121.93,2023
2020-09-23,RK Traders,6mm,7.8,WetMix,1238.14,9656.65,2020
2021-10-13,Naresh,40mm,1.1,DryMix,2038.13,2238.01,2021
2021-08-22,Suresh,20mm,4.17,DryMix,2817.59,11746.94,2021
2020-04-25,Naresh,Dust,9.78,WetMix,1314.22,12859.18,2020
2024-07-15,RK Traders,40mm,1.8,DryMix,2448.67,4403.65,2024
2022-03-01,RK Traders,12mm,6.07,WetMix,1389.81,8435.0,2022
2022-07-09,Naresh,6mm,1.64,WetMix,1377.41,2252.21,2022
2024-04-19,Prasad Reddy,Dust,3.3,WetMix,1426.86,4709.73,2024
2021-05-14,Suresh,6mm,14.54,WetMix,1303.69,18960.33,2021
2022-08-04,Naresh,12mm,2.89,WetMix,1411.69,4086.19,2022
2020-08-31,Meghana,12mm,2.87,WetMix,1189.29,3408.94,2020
2024-03-22,Talangeni,20mm,4.19,DryMix,3006.49,12598.39,2024
2024-01-04,Talangeni,6mm,4.12,WetMix,1656.3,6830.65,2024
2021-05-27,Suresh,Dust,1.95,WetMix,1340.18,2607.74,2021
2021-10-05,Meghana,40mm,6.55,DryMix,1716.94,11245.14,2021
2021-04-22,Prasad Reddy,12mm,3.34,WetMix,1180.92,3945.03,2021
2022-07-08,RK Traders,40mm,1.02,DryMix,2022.56,2062.81,2022
2023-07-30,Talangeni,20mm,5.72,DryMix,2826.61,16169.7,2023
2023-10-10,Naresh,40mm,6.7,DryMix,2074.89,13905.44,2023
2024-04-23,Ashok,12mm,4.21,WetMix,1536.77,6467.19,2024
2023-07-25,Talangeni,40mm,4.95,DryMix,2185.01,10807.14,2023
2024-04-02,Suresh,12mm,11.35,WetMix,1442.36,16373.19,2024
2021-01-17,Talangeni,12mm,2.37,WetMix,1404.94,3331.19,2021
2021-08-04,Meghana,Dust,2.9,WetMix,1286.81,3731.77,2021
2024-11-24,Meghana,6mm,5.15,WetMix,1747.81,9008.11,2024
2023-06-06,Meghana,Dust,3.98,WetMix,1498.63,5968.59,2023
2023-06-23,RK Traders,6mm,3.31,WetMix,1697.63,5626.96,2023
2024-09-21,Ashok,6mm,1.19,WetMix,1726.9,2056.23,2024
2020-06-20,Naresh,12mm,5.47,WetMix,1125.43,6160.78,2020
2021-02-25,Talangeni,6mm,1.45,WetMix,1396.18,2027.17,2021
2021-01-12,RK Traders,40mm,3.6,DryMix,1769.99,6365.68,2021
2023-01-26,Meghana,6mm,9.98,WetMix,1507.17,15043.07,2023
2023-12-20,Ashok,20mm,4.64,DryMix,3084.63,14299.99,2023
2020-05-23,RK Traders,Dust,8.81,WetMix,1092.47,9628.61,2020
2022-08-11,Meghana,6mm,4.24,WetMix,1372.25,5813.86,2022
2024-04-26,Naresh,6mm,11.1,WetMix,1597.27,17737.5,2024
2022-07-13,Ashok,40mm,4.96,DryMix,1863.13,9246.26,2022
2020-01-29,Meghana,40mm,8.9,DryMix,1719.56,15300.12,2020
2023-10-04,Naresh,40mm,8.76,DryMix,2079.68,18213.02,2023
2020-12-05,Naresh,Dust,1.8,WetMix,1104.01,1984.89,2020
2022-11-05,Naresh,6mm,5.6,WetMix,1618.57,9060.19,2022
2023-09-18,Prasad Reddy,6mm,7.38,WetMix,1730.58,12778.08,2023
2020-08-13,Meghana,20mm,4.05,DryMix,2520.64,10215.22,2020
2020-01-01,Naresh,12mm,5.0,WetMix,1221.41,6106.21,2020
2023-10-24,Talangeni,20mm,2.29,DryMix,2825.28,6481.06,2023
2024-08-16,RK Traders,20mm,6.12,DryMix,3109.21,19018.65,2024
2022-08-22,Prasad Reddy,40mm,2.87,DryMix,1862.97,5344.15,2022
2021-10-19,RK Traders,40mm,1.6,DryMix,1758.86,2822.43,2021
2022-12-15,Ashok,40mm,7.0,DryMix,1971.76,13797.52,2022
2022-01-01,RK Traders,20mm,2.02,DryMix,2665.94,5374.58,2022
2020-11-18,Meghana,12mm,3.67,WetMix,1254.88,4605.93,2020
2021-08-28,Suresh,6mm,0.94,WetMix,1319.04,1236.22,2021
2022-04-29,Talangeni,12mm,2.96,WetMix,1391.99,4127.15,2022
2020-06-23,Ashok,Dust,6.73,WetMix,1194.77,8046.15,2020
2024-01-02,Naresh,40mm,2.88,DryMix,2474.71,7132.44,2024
2022-01-19,RK Traders,6mm,6.69,WetMix,1501.75,10046.73,2022
2022-07-27,Talangeni,40mm,1.95,DryMix,2130.98,4157.89,2022
2021-11-29,Naresh,20mm,1.6,DryMix,2686.71,4311.46,2021
2023-02-23,Suresh,20mm,2.18,DryMix,3141.19,6836.16,2023
2024-02-15,Meghana,6mm,9.93,WetMix,1696.23,16843.18,2024
2021-06-11,Naresh,Dust,2.24,WetMix,1267.77,2844.57,2021
2020-08-23,Talangeni,6mm,5.51,WetMix,1427.46,7859.65,2020
2020-03-05,Ashok,40mm,7.17,DryMix,1754.3,12580.94,2020
2023-03-27,Naresh,6mm,4.94,WetMix,1549.24,7652.71,2023
2020-11-08,Suresh,40mm,1.72,DryMix,1663.06,2855.39,2020
2023-08-19,Talangeni,40mm,0.84,DryMix,2118.11,1775.88,2023
2020-12-12,Prasad Reddy,40mm,4.49,DryMix,1846.15,8292.46,2020
2021-06-16,Suresh,12mm,2.2,WetMix,1280.96,2823.05,2021
2020-04-10,RK Traders,6mm,8.27,WetMix,1346.22,11134.27,2020
2024-04-09,Talangeni,12mm,13.99,WetMix,1510.05,21132.6,2024
2022-10-17,Naresh,6mm,9.32,WetMix,1530.33,14255.37,2022
2024-03-06,Naresh,6mm,2.1,WetMix,1541.22,3239.92,2024
2023-06-18,Suresh,Dust,3.55,WetMix,1354.4,4805.93,2023
2020-01-01,Prasad Reddy,Dust,9.68,WetMix,1094.46,10593.53,2020
2021-05-05,Prasad Reddy,12mm,10.34,WetMix,1236.77,12793.87,2021
2021-12-23,Meghana,20mm,5.68,DryMix,2895.98,16448.86,2021
2021-04-25,RK Traders,12mm,6.33,WetMix,1358.65,8594.95,2021
2020-12-10,Suresh,6mm,4.75,WetMix,1343.23,6386.82,2020
2022-05-22,Ashok,40mm,11.42,DryMix,2095.91,23938.48,2022
2022-01-25,RK Traders,12mm,4.7,WetMix,1235.2,5804.94,2022
2021-04-23,Ashok,Dust,5.28,WetMix,1388.82,7339.44,2021
2020-06-02,Prasad Reddy,Dust,2.64,WetMix,1093.87,2884.7,2020
2022-12-28,RK Traders,6mm,8.45,WetMix,1597.41,13502.91,2022
2024-06-16,RK Traders,6mm,6.81,WetMix,1857.53,12640.6,2024
2023-01-23,Naresh,20mm,3.38,DryMix,2752.28,9316.18,2023
2021-06-04,Naresh,6mm,2.38,WetMix,1333.49,3168.19,2021
2023-04-02,RK Traders,6mm,14.22,WetMix,1551.38,22054.62,2023
2020-03-13,Ashok,Dust,7.32,WetMix,1164.65,8523.5,2020
2022-03-01,Ashok,6mm,6.7,WetMix,1470.47,9853.86,2022
2020-07-15,Ashok,20mm,2.49,DryMix,2732.82,6813.0,2020
2020-07-27,Talangeni,6mm,2.66,WetMix,1442.82,3844.1,2020
2022-01-01,Ashok,12mm,3.81,WetMix,1369.22,5211.68,2022
2021-08-16,Meghana,40mm,4.19,DryMix,1812.87,7598.28,2021
2024-10-15,RK Traders,40mm,2.92,DryMix,2148.79,6280.1,2024
2020-05-23,RK Traders,20mm,5.54,DryMix,2647.53,14675.92,2020
2024-04-19,Naresh,20mm,6.03,DryMix,3492.03,21072.42,2024
2021-04-11,Prasad Reddy,20mm,4.73,DryMix,2890.74,13669.53,2021
2024-09-10,RK Traders,12mm,5.27,WetMix,1566.71,8249.58,2024
2023-07-20,Suresh,6mm,4.5,WetMix,1715.81,7729.57,2023
2021-07-01,Meghana,20mm,5.49,DryMix,2776.82,15255.87,2021
2020-10-11,Ashok,20mm,6.81,DryMix,2500.29,17028.81,2020
2024-04-10,Meghana,40mm,12.81,DryMix,2168.12,27782.31,2024
2023-04-04,Meghana,6mm,2.67,WetMix,1579.76,4212.53,2023
2021-07-19,Naresh,40mm,2.1,DryMix,2051.09,4312.09,2021
2022-12-18,Suresh,20mm,7.38,DryMix,2966.87,21881.73,2022
2023-08-28,Naresh,Dust,1.41,WetMix,1573.33,2213.48,2023
2021-09-07,Prasad Reddy,40mm,8.68,DryMix,1873.96,16274.39,2021
2020-06-20,Naresh,20mm,5.57,DryMix,2668.22,14850.47,2020
2021-11-20,Suresh,Dust,6.42,WetMix,1297.58,8336.34,2021
2024-10-28,Naresh,6mm,1.87,WetMix,1760.36,3292.38,2024
2020-04-25,Suresh,6mm,13.75,WetMix,1283.83,17648.76,2020
2022-11-13,Ashok,Dust,3.67,WetMix,1410.3,5182.0,2022
2024-03-01,Ashok,40mm,4.33,DryMix,2416.13,10467.6,2024
2024-06-02,Meghana,40mm,3.39,DryMix,2451.97,8300.33,2024
2022-09-10,Meghana,6mm,2.77,WetMix,1628.65,4504.85,2022
2021-06-29,Meghana,Dust,5.87,WetMix,1254.33,7360.23,2021
2021-05-16,Ashok,6mm,8.35,WetMix,1413.96,11800.22,2021
2021-07-03,Meghana,40mm,3.05,DryMix,1873.41,5718.98,2021
2024-06-12,RK Traders,6mm,8.19,WetMix,1663.31,13627.6,2024
2020-10-17,Talangeni,6mm,4.63,WetMix,1359.27,6297.36,2020
2023-07-20,Ashok,12mm,3.21,WetMix,1525.21,4892.55,2023
2024-02-14,Ashok,20mm,3.12,DryMix,3421.22,10676.57,2024
2021-03-23,Prasad Reddy,40mm,7.85,DryMix,1909.85,14995.01,2021
2023-12-20,Talangeni,20mm,10.26,DryMix,2722.64,27935.92,2023
2022-04-11,Ashok,12mm,10.85,WetMix,1437.18,15586.44,2022
2024-06-20,Ashok,12mm,4.49,WetMix,1667.73,7487.73,2024
2020-08-03,RK Traders,Dust,1.05,WetMix,1147.61,1203.01,2020
2020-02-28,RK Traders,20mm,8.18,DryMix,2367.25,19361.03,2020
2024-09-19,Ashok,12mm,3.31,WetMix,1612.88,5330.78,2024
2021-09-16,Talangeni,6mm,7.73,WetMix,1398.9,10807.43,2021
2020-06-19,Talangeni,6mm,7.4,WetMix,1419.65,10505.42,2020
2023-04-20,Meghana,40mm,7.31,DryMix,2248.03,16440.31,2023
2020-03-11,Talangeni,12mm,5.21,WetMix,1214.98,6327.01,2020
2024-03-09,RK Traders,20mm,11.9,DryMix,3514.97,41845.32,2024
2020-12-28,Suresh,6mm,8.67,WetMix,1329.15,11522.09,2020
2023-12-25,Talangeni,Dust,8.84,WetMix,1386.43,12254.26,2023
2023-02-25,Naresh,Dust,4.19,WetMix,1317.87,5520.2,2023
2020-08-28,Ashok,20mm,3.11,DryMix,2342.46,7280.09,2020
2024-09-16,Naresh,Dust,5.09,WetMix,1506.45,7663.2,2024
2021-04-03,Meghana,Dust,5.97,WetMix,1292.88,7712.66,2021
2021-09-01,Ashok,20mm,7.63,DryMix,2589.04,19741.75,2021
2020-05-01,Meghana,20mm,3.86,DryMix,2410.2,9294.68,2020
2023-02-07,Ashok,40mm,1.77,DryMix,1969.39,3481.51,2023
2023-02-11,Prasad Reddy,6mm,5.55,WetMix,1699.82,9426.16,2023
2020-11-16,Prasad Reddy,40mm,9.2,DryMix,1670.93,15376.78,2020
2021-05-06,Suresh,40mm,4.38,DryMix,1876.74,8221.78,2021
2022-09-14,RK Traders,20mm,8.45,DryMix,3097.83,26171.03,2022
2024-09-18,Suresh,Dust,3.76,WetMix,1481.95,5576.79,2024
2022-03-24,RK Traders,6mm,7.15,WetMix,1581.41,11306.49,2022
2021-08-30,Talangeni,40mm,2.44,DryMix,1757.99,4285.53,2021
2021-04-29,Meghana,Dust,6.84,WetMix,1334.76,9129.26,2021
2020-05-08,Talangeni,6mm,7.19,WetMix,1211.09,8704.61,2020
2020-02-14,Ashok,20mm,2.65,DryMix,2725.41,7222.7,2020
2022-12-03,Talangeni,40mm,6.97,DryMix,2100.58,14639.43,2022
2021-07-20,Prasad Reddy,40mm,3.19,DryMix,1960.77,6252.07,2021
2024-06-20,Talangeni,6mm,6.32,WetMix,1780.15,11247.83,2024
2021-02-16,Prasad Reddy,12mm,8.51,WetMix,1396.49,11888.33,2021
2021-05-29,Ashok,12mm,2.29,WetMix,1363.16,3122.69,2021
2022-10-21,Meghana,6mm,9.03,WetMix,1556.39,14049.98,2022
2022-10-30,Talangeni,12mm,5.75,WetMix,1419.66,8163.44,2022
2022-08-13,Prasad Reddy,20mm,2.0,DryMix,2677.11,5364.87,2022
2024-09-01,RK Traders,40mm,7.12,DryMix,2298.28,16365.96,2024
2024-03-30,RK Traders,40mm,8.32,DryMix,2119.47,17644.04,2024
2021-05-12,Talangeni,12mm,8.7,WetMix,1252.73,10892.77,2021
2020-01-13,Ashok,20mm,1.68,DryMix,2456.18,4126.23,2020
2022-09-12,Naresh,20mm,7.12,DryMix,2596.77,18491.7,2022
2021-03-02,Meghana,6mm,9.43,WetMix,1328.26,12519.68,2021
2020-12-31,Prasad Reddy,20mm,9.13,DryMix,2365.8,21600.79,2020
2023-10-07,RK Traders,20mm,4.08,DryMix,2797.06,11401.56,2023
2023-09-22,Suresh,20mm,6.15,DryMix,3067.6,18858.09,2023
2022-08-11,Suresh,40mm,5.33,DryMix,2025.13,10786.78,2022
2020-05-31,Suresh,12mm,10.55,WetMix,1290.39,13607.69,2020
2024-10-13,Suresh,6mm,4.5,WetMix,1631.42,7347.63,2024
2023-12-27,Ashok,6mm,6.13,WetMix,1438.71,8813.47,2023
2023-10-31,RK Traders,40mm,3.64,DryMix,1937.77,7056.57,2023
2022-09-14,Ashok,6mm,8.84,WetMix,1578.21,13953.82,2022
2021-12-29,Talangeni,12mm,6.95,WetMix,1222.82,8497.73,2021
2024-02-12,Naresh,6mm,9.47,WetMix,1639.47,15520.56,2024
2020-09-29,Prasad Reddy,Dust,3.86,WetMix,1193.27,4609.77,2020
2021-10-04,Prasad Reddy,40mm,3.99,DryMix,2014.45,8039.94,2021
2023-08-24,Suresh,Dust,2.38,WetMix,1493.79,3560.38,2023
2022-05-17,Meghana,6mm,2.24,WetMix,1473.22,3298.61,2022
2023-07-13,Suresh,12mm,3.97,WetMix,1441.6,5726.26,2023
2020-05-27,Meghana,20mm,4.22,DryMix,2522.85,10637.17,2020
2020-07-17,Talangeni,20mm,2.93,DryMix,2263.43,6636.51,2020
2022-08-20,RK Traders,Dust,5.53,WetMix,1438.75,7957.11,2022
2021-02-01,Meghana,Dust,10.06,WetMix,1242.83,12505.4,2021
2022-02-19,RK Traders,12mm,3.09,WetMix,1264.98,3904.03,2022
2022-09-22,Talangeni,12mm,2.9,WetMix,1498.58,4351.86,2022
2022-03-01,Meghana,20mm,12.36,DryMix,2643.87,32676.02,2022
2023-07-23,Meghana,40mm,4.46,DryMix,2172.3,9687.02,2023
2023-09-07,Meghana,Dust,4.02,WetMix,1485.64,5965.87,2023
2024-03-12,RK Traders,6mm,6.41,WetMix,1560.98,10012.36,2024
2020-05-02,Naresh,6mm,9.59,WetMix,1238.62,11878.96,2020
2022-11-08,Naresh,Dust,1.64,WetMix,1476.35,2425.51,2022
2021-10-08,Suresh,40mm,5.2,DryMix,1763.36,9177.06,2021
2021-01-12,Ashok,6mm,1.96,WetMix,1494.04,2926.43,2021
2023-11-11,Meghana,6mm,1.46,WetMix,1505.12,2193.72,2023
2023-03-18,Naresh,20mm,13.48,DryMix,3148.62,42459.08,2023
2022-06-11,Ashok,40mm,6.85,DryMix,2188.23,14994.24,2022
2024-08-02,Ashok,Dust,0.93,WetMix,1474.12,1371.1,2024
2021-09-25,Prasad Reddy,20mm,7.85,DryMix,2831.16,22213.6,2021
2024-11-27,Ashok,Dust,2.45,WetMix,1579.96,3866.27,2024
2020-04-15,Meghana,6mm,8.68,WetMix,1425.17,12363.47,2020
2020-01-19,RK Traders,12mm,6.01,WetMix,1262.93,7590.54,2020
2021-01-26,Naresh,6mm,1.23,WetMix,1408.79,1727.2,2021
2021-10-13,Talangeni,20mm,3.99,DryMix,2690.33,10726.7,2021
2023-08-25,Talangeni,Dust,1.87,WetMix,1555.8,2914.12,2023
2022-03-14,Talangeni,6mm,10.52,WetMix,1485.61,15630.58,2022
2024-01-01,Suresh,12mm,2.1,WetMix,1629.73,3427.75,2024
2021-04-22,Ashok,Dust,5.92,WetMix,1295.31,7672.95,2021
2023-12-16,RK Traders,6mm,9.0,WetMix,1538.42,13847.58,2023
2024-01-09,Meghana,12mm,7.59,WetMix,1552.22,11774.93,2024
2022-07-08,Talangeni,40mm,2.34,DryMix,2075.72,4857.98,2022
2020-03-10,Prasad Reddy,6mm,8.47,WetMix,1250.46,10595.94,2020
2024-01-06,RK Traders,12mm,9.27,WetMix,1415.01,13113.22,2024
2023-08-14,Talangeni,40mm,4.75,DryMix,2131.69,10118.23,2023
2021-06-27,Talangeni,12mm,8.18,WetMix,1275.33,10435.61,2021
2020-02-26,Meghana,Dust,7.65,WetMix,1181.66,9040.73,2020
2021-03-30,Suresh,20mm,3.01,DryMix,2541.73,7644.07,2021
2020-08-16,RK Traders,12mm,3.76,WetMix,1187.78,4462.93,2020
2024-11-16,Meghana,12mm,6.76,WetMix,1489.98,10068.44,2024
2024-04-14,Suresh,Dust,12.88,WetMix,1424.74,18351.8,2024
2020-05-18,Talangeni,12mm,8.37,WetMix,1215.51,10169.37,2020
2021-06-08,RK Traders,20mm,6.7,DryMix,2861.28,19170.58,2021
2022-05-11,Talangeni,40mm,5.05,DryMix,2109.84,10645.75,2022
2022-04-12,Talangeni,Dust,8.84,WetMix,1256.97,11112.53,2022
2020-02-26,Talangeni,6mm,3.22,WetMix,1332.25,4286.96,2020
2023-07-06,Naresh,12mm,5.06,WetMix,1336.53,6765.68,2023
2022-06-16,RK Traders,40mm,4.02,DryMix,2192.47,8813.87,2022
2022-09-08,Talangeni,Dust,5.04,WetMix,1244.37,6271.87,2022
2022-09-12,Ashok,Dust,7.77,WetMix,1401.95,10893.29,2022
2021-06-27,Suresh,6mm,8.83,WetMix,1454.4,12843.29,2021
2022-04-24,Suresh,20mm,13.4,DryMix,2745.24,36785.25,2022
2022-01-29,Naresh,Dust,2.77,WetMix,1324.49,3664.24,2022
2021-12-10,RK Traders,20mm,6.93,DryMix,2528.3,17520.17,2021
2021-02-24,Suresh,6mm,2.35,WetMix,1403.52,3293.19,2021
2020-08-06,Ashok,6mm,2.24,WetMix,1439.35,3228.82,2020
2020-09-11,Ashok,Dust,1.45,WetMix,1094.08,1584.96,2020
2024-06-13,Prasad Reddy,6mm,6.37,WetMix,1549.94,9876.16,2024
2022-08-07,Meghana,Dust,1.22,WetMix,1412.83,1727.05,2022
2021-04-26,Suresh,12mm,8.18,WetMix,1269.95,10387.03,2021
2021-07-23,Talangeni,40mm,4.05,DryMix,1856.32,7521.33,2021
2020-03-11,Suresh,20mm,3.93,DryMix,2714.7,10662.08,2020
2021-01-11,Suresh,6mm,3.63,WetMix,1380.54,5006.8,2021
2023-11-20,Ashok,Dust,7.25,WetMix,1505.91,10920.85,2023
2023-07-28,Talangeni,Dust,2.78,WetMix,1552.48,4313.92,2023
2021-07-26,Talangeni,6mm,3.37,WetMix,1480.44,4985.63,2021
2024-07-14,Prasad Reddy,12mm,3.18,WetMix,1564.59,4979.45,2024
2023-07-02,Talangeni,6mm,1.75,WetMix,1674.62,2927.65,2023
2021-08-10,Suresh,Dust,2.71,WetMix,1240.13,3359.12,2021
2022-05-13,Prasad Reddy,12mm,2.32,WetMix,1340.64,3111.91,2022
2024-09-05,Meghana,12mm,6.86,WetMix,1429.02,9800.1,2024
2020-10-20,Prasad Reddy,Dust,6.55,WetMix,1157.32,7583.88,2020
2020-08-02,Prasad Reddy,12mm,4.02,WetMix,1246.01,5005.5,2020
2022-09-17,Naresh,40mm,9.19,DryMix,2007.18,18437.55,2022
2021-01-14,Prasad Reddy,12mm,8.29,WetMix,1360.48,11272.62,2021
2024-01-15,Meghana,Dust,6.65,WetMix,1693.37,11266.74,2024
2022-05-03,Prasad Reddy,12mm,6.61,WetMix,1503.93,9935.22,2022
2021-08-10,RK Traders,6mm,1.58,WetMix,1519.11,2403.3,2021
2023-06-23,RK Traders,6mm,10.7,WetMix,1454.92,15567.28,2023
2020-06-13,Ashok,6mm,8.55,WetMix,1320.73,11292.7,2020
2021-02-06,Talangeni,6mm,6.01,WetMix,1320.78,7935.86,2021
2024-01-31,Naresh,Dust,3.06,WetMix,1540.01,4719.71,2024
2021-03-03,RK Traders,6mm,12.9,WetMix,1377.33,17764.25,2021
2020-02-24,Talangeni,12mm,1.52,WetMix,1159.02,1766.8,2020
2021-01-28,Meghana,12mm,7.57,WetMix,1245.96,9438.09,2021
2023-11-29,RK Traders,20mm,6.16,DryMix,3304.16,20337.67,2023
2022-11-19,Prasad Reddy,6mm,8.81,WetMix,1360.89,11993.81,2022
2021-11-27,Suresh,Dust,4.7,WetMix,1407.55,6620.5,2021
2020-05-26,Talangeni,Dust,13.06,WetMix,1091.54,14260.47,2020
2021-08-31,Naresh,6mm,3.15,WetMix,1422.44,4485.37,2021
2023-07-13,Prasad Reddy,20mm,3.06,DryMix,3197.54,9776.78,2023
2020-04-01,RK Traders,Dust,13.39,WetMix,1221.45,16360.35,2020
2024-03-20,Talangeni,6mm,14.88,WetMix,1630.24,24252.42,2024
2020-01-19,Prasad Reddy,20mm,8.24,DryMix,2543.81,20963.32,2020
2023-06-04,Naresh,20mm,4.03,DryMix,3164.15,12764.87,2023
2020-02-24,RK Traders,Dust,9.56,WetMix,1116.92,10680.83,2020
2023-04-22,Suresh,40mm,13.59,DryMix,2159.78,29344.9,2023
2022-04-28,Talangeni,6mm,9.82,WetMix,1636.51,16065.27,2022
2023-02-15,Talangeni,12mm,7.44,WetMix,1580.46,11752.21,2023
2020-10-09,Ashok,12mm,7.46,WetMix,1245.2,9285.94,2020
2022-04-16,Suresh,12mm,4.3,WetMix,1492.72,6423.66,2022
2024-04-23,Suresh,Dust,3.56,WetMix,1411.18,5025.11,2024
2024-08-20,RK Traders,Dust,1.79,WetMix,1580.78,2829.98,2024
2020-11-02,Talangeni,6mm,7.64,WetMix,1211.91,9255.88,2020
2023-05-18,Meghana,20mm,3.61,DryMix,3189.65,11498.76,2023
2020-07-27,Ashok,20mm,2.09,DryMix,2264.47,4735.22,2020
2022-07-08,Suresh,Dust,4.89,WetMix,1383.23,6761.66,2022
2023-10-20,RK Traders,Dust,3.19,WetMix,1387.47,4420.77,2023
2021-10-02,Ashok,12mm,2.87,WetMix,1192.46,3426.58,2021
2020-04-12,Meghana,Dust,14.71,WetMix,1196.82,17610.43,2020
2022-11-16,Talangeni,Dust,8.59,WetMix,1421.98,12211.39,2022
2023-01-10,Meghana,Dust,6.4,WetMix,1588.79,10160.77,2023
2022-07-20,RK Traders,12mm,2.75,WetMix,1356.48,3734.9,2022
2021-12-13,Naresh,40mm,5.57,DryMix,1902.16,10594.13,2021
2020-06-06,Ashok,Dust,4.56,WetMix,1322.92,6039.05,2020
2023-05-12,Naresh,12mm,5.46,WetMix,1357.05,7407.27,2023
2022-03-26,Suresh,Dust,2.38,WetMix,1255.71,2987.06,2022
2020-03-28,Prasad Reddy,20mm,2.05,DryMix,2623.65,5367.09,2020
2021-09-09,RK Traders,6mm,4.03,WetMix,1325.47,5346.25,2021
2022-06-26,Talangeni,12mm,6.26,WetMix,1352.87,8466.42,2022
